FID,FID_H2_REN,nome_usina,proprietario,RIO,potencia_instalada_kw,ano_inicio_operacao,codigo_ceg_aneel,potencial_h2_t_ano,fonte_energia,FID_LM_Est,NM_REGIAO,CD_GCUF,NM_UF,NM_UF_SIGL,AR_MUN_201,longitude,latitude,fonte_dado,origem
0,722,Minuano I,Eólica Chuí VI S.A., ,22000.0,1432598400000.0,EOL.CV.RS.030844-7.01,6377,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.39900187899993,-33.72280555699992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
1,690,Minuano II,Eólica Chuí VII S.A., ,24000.0,1432598400000.0,EOL.CV.RS.030791-2.01,6957,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.41670290699991,-33.71737403199993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
2,896,Chuí 09,Eólica Chuí IX S.A., ,17900.0,1445472000000.0,EOL.CV.RS.031517-6.01,5188,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.38097703499997,-33.68752004799992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
3,831,Chuí V,Eólica Chuí V S.A, ,30000.0,1432339200000.0,EOL.CV.RS.030760-2.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.42183844100001,-33.66812414499994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
4,452,Chuí IV,Eólica Chuí IV S.A., ,22000.0,1433808000000.0,EOL.CV.RS.030754-8.01,6377,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.41642830300002,-33.66469695099997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
5,471,Chuí II,Eólica Chuí II S.A., ,22000.0,1434412800000.0,EOL.CV.RS.030790-4.01,6377,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.40028553499999,-33.65944302099993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
6,828,Chuí I,Eólica Chuí I S.A., ,24000.0,1434412800000.0,EOL.CV.RS.030767-0.01,6957,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.39357107099991,-33.65651802099995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
7,367,Verace 27,Eólica Hermenegildo I S.A., ,16110.0,1448496000000.0,EOL.CV.RS.031600-8.01,4670,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.32371936299991,-33.65430599599998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
8,418,Verace 26,Eólica Hermenegildo I S.A., ,14320.0,1448496000000.0,EOL.CV.RS.031559-1.01,4151,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.30407320899992,-33.65348268199998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
9,343,Verace 25,Eólica Hermenegildo I S.A., ,7160.0,1448496000000.0,EOL.CV.RS.031541-9.01,2075,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.32506053099994,-33.63985526199998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
10,684,Verace 24,Eólica Hermenegildo I S.A., ,19690.0,1448496000000.0,EOL.CV.RS.031561-3.01,5707,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.30938885999991,-33.63874916399995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
11,514,Verace 28,Eólica Hermenegildo II S.A., ,12530.0,1450224000000.0,EOL.CV.RS.031578-8.01,3632,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.35337922899994,-33.634033012,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
12,350,Verace 29,Eólica Hermenegildo II S.A., ,17900.0,1450224000000.0,EOL.CV.RS.031557-5.01,5188,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.35722860099993,-33.618186839,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
13,815,Verace 30,Eólica Hermenegildo II S.A., ,17900.0,1450224000000.0,EOL.CV.RS.031602-4.01,5188,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.34410552799993,-33.60994434699996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
14,750,Verace 31,Eólica Hermenegildo II S.A., ,8950.0,1450224000000.0,EOL.CV.RS.031558-3.01,2594,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.32482123499994,-33.60715977899996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
15,628,Verace 36,Eólica Hermenegildo III S.A., ,21480.0,1451001600000.0,EOL.CV.RS.031610-5.01,6226,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.36769208799998,-33.59605533399999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
16,384,Verace X,Eólica Geribatu X S.A., ,28000.0,1424736000000.0,EOL.CV.RS.030749-1.01,8116,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.27160818299996,-33.59129694099992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
17,862,Verace 35,Eólica Hermenegildo III S.A., ,12530.0,1449792000000.0,EOL.CV.RS.031539-7.01,3632,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.35925479699998,-33.58507578599997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
18,589,Verace IX,Eólica Geribatu IX S.A., ,30000.0,1424736000000.0,EOL.CV.RS.030748-3.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.29529078399997,-33.57671248199997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
19,739,Verace VII,Eólica Geribatu VII S.A., ,30000.0,1424736000000.0,EOL.CV.RS.030747-5.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.24599922899991,-33.56680608499992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
20,622,Verace 34,Eólica Hermenegildo III S.A., ,14320.0,1452124800000.0,EOL.CV.RS.031601-6.01,4151,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.35263346699996,-33.56249212399994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
21,363,Verace VIII,Eólica Geribatu VIII S.A., ,26000.0,1424736000000.0,EOL.CV.RS.030755-6.01,7536,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.31075269499996,-33.5530173029999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
22,407,Verace IV,Eólica Geribatu IV S.A., ,30000.0,1424736000000.0,EOL.CV.RS.030741-6.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.22728993599998,-33.55170738699996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
23,450,Verace VI,Eólica Geribatu VI S.A., ,18000.0,1424736000000.0,EOL.CV.RS.030740-8.01,5217,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.27688110399997,-33.54306848399998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
24,769,Verace V,Eólica Geribatu V S.A., ,30000.0,1424736000000.0,EOL.CV.RS.030829-3.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.30120436099996,-33.53570277499992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
25,691,Verace III,Eólica Geribatu III S.A., ,26000.0,1424736000000.0,EOL.CV.RS.030746-7.01,7536,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.27900226999997,-33.52214652599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
26,472,Verace II,Eólica Geribatu II S.A., ,20000.0,1424736000000.0,EOL.CV.RS.030742-4.01,5797,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.28320345399995,-33.50873325,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
27,853,Verace I,Eólica Geribatu I S.A., ,20000.0,1424736000000.0,EOL.CV.RS.030745-9.01,5797,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.26433750899994,-33.50172009099997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
28,701,Aura Mirim IV,Santa Vitória do Palmar VIII Energias Renováveis S.A., ,15000.0,1485993600000.0,EOL.CV.RS.031663-6.01,4348,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.929759221,-33.20780634799994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
29,766,Aura Mangueira VII,Santa Vitória do Palmar XI Energias Renováveis S.A., ,24000.0,1482796800000.0,EOL.CV.RS.031805-1.01,6957,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.9301637899999,-33.18958365999996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
30,460,Aura Mangueira XI,Santa Vitória do Palmar III Energias Renováveis S.A., ,9000.0,1485993600000.0,EOL.CV.RS.031719-5.01,2609,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.92069019099996,-33.17617609499995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
31,810,Aura Mangueira XV,Santa Vitória do Palmar VI Energias Renováveis S.A., ,18000.0,1490400000000.0,EOL.CV.RS.031647-4.01,5217,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.89370134999995,-33.163351033,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
32,747,Aura Mirim II,Santa Vitória do Palmar XII Energias Renováveis S.A., ,30000.0,1482796800000.0,EOL.CV.RS.031806-0.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.91205191899994,-33.13804258799993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
33,583,Aura Mangueira XIII,Santa Vitória do Palmar V Energias Renováveis S.A., ,15000.0,1494633600000.0,EOL.CV.RS.031646-6.01,4348,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.900035229,-33.11846130099999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
34,718,Aura Mangueira XII,Santa Vitória do Palmar IV Energias Renováveis S.A., ,15000.0,1496361600000.0,EOL.CV.RS.031653-9.01,4348,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.87054515299998,-33.10746343499996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
35,673,Aura Mirim VI,Santa Vitória do Palmar IX Energias Renováveis S.A., ,9000.0,1499472000000.0,EOL.CV.RS.031701-2.01,2609,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.86192223199998,-33.09846608099998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
36,456,Aura Mangueira XVII,Santa Vitória do Palmar VII Energias Renováveis S.A., ,15000.0,1500595200000.0,EOL.CV.RS.031705-5.01,4348,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.84351885299998,-33.09506923899995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
37,723,Aura Mirim VIII,Santa Vitória do Palmar X Energias Renováveis S.A., ,9000.0,1499472000000.0,EOL.CV.RS.031699-7.01,2609,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.89569716599998,-33.08713496099992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
38,842,Aura Mangueira IV,Santa Vitória do Palmar I Energias Renováveis S.A., ,21000.0,1504310400000.0,EOL.CV.RS.031700-4.01,6087,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.83763035499993,-33.08394638799997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
39,682,Aura Mangueira VI,Santa Vitória do Palmar II Energias Renováveis S.A., ,27000.0,1505433600000.0,EOL.CV.RS.031696-2.01,7826,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.86823685199995,-33.06116202399994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
40,681,Vento Aragano I,NCER Eólica Vento Aragano I S.A., ,29700.0,1430352000000.0,EOL.CV.RS.030833-1.01,8609,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.37290819500002,-32.41452177299993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
41,631,Corredor do Senandes III,NCER Eólica Corredor do Senandes III S.A., ,27000.0,1421971200000.0,EOL.CV.RS.030819-6.01,7826,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.35546521299998,-32.41269322399999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
42,877,Corredor do Senandes II,NCER Eólica Corredor do Senandes 2 S.A., ,21600.0,1423008000000.0,EOL.CV.RS.030842-0.01,6261,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.32699999999994,-32.38620833399993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
43,492,Corredor do Senandes IV,NCER Eólica Corredor do Senandes IV Ltda., ,29700.0,1428710400000.0,EOL.CV.RS.030840-4.01,8609,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.342,-32.36886666799992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
44,519,REB Cassino I,EOL Vento Energias Renováveis S.A, ,22000.0,1421193600000.0,EOL.CV.RS.030469-7.01,6377,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.20182276699995,-32.2188128179999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
45,748,REB Cassino II,EOL Wind Energias Renováveis S.A, ,20000.0,1421193600000.0,EOL.CV.RS.030477-8.01,5797,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.21144727599995,-32.21031875700001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
46,468,REB Cassino III,EOL Brisa Energias Renováveis S.A., ,22000.0,1421193600000.0,EOL.CV.RS.030468-9.01,6377,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.22087773599996,-32.20078409299999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
47,1452,PCT SLC Alimentos,SLC Alimentos Ltda., ,5800.0,1450828800000.0,UTE.AI.RS.031292-4.01,1681,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.4245805689999,-31.74550000200001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
48,1469,Piratini,Piratini Energia S/A, ,10000.0,1043539200000.0,UTE.FL.RS.028239-1.01,2899,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.07386755399996,-31.41267666599997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
49,1491,Engenho Coradini,Engenho Coradini Ltda. Matriz, ,1200.0,1270425600000.0,UTE.AI.RS.031795-0.01,348,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-54.64368441599998,-30.97620860999995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
50,625,Capão do Inglês,Eletrosul Centrais Elétricas S.A., ,10000.0,1450224000000.0,EOL.CV.RS.031510-9.01,2899,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.70843583799993,-30.91629583199994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
51,787,Coxilha Seca,Eletrosul Centrais Elétricas S/A, ,30000.0,1450742400000.0,EOL.CV.RS.031487-0.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.73522515699995,-30.88796891199997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
52,560,Galpões,Eletrosul Centrais Elétricas S.A., ,8000.0,1450224000000.0,EOL.CV.RS.031477-3.01,2319,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.67654119199992,-30.88072837099996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
53,648,Cerro Chato II,Eletrosul Centrais Elétricas S.A., ,30000.0,1313884800000.0,EOL.CV.RS.030349-6.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.68555214799994,-30.84847282499993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
54,734,Cerro Chato I,Eletrosul Centrais Elétricas S.A., ,30000.0,1325808000000.0,EOL.CV.RS.030348-8.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.72511055699991,-30.84066055799995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
55,761,Cerro Chato III,Eletrosul Centrais Elétricas S.A., ,30000.0,1307404800000.0,EOL.CV.RS.030350-0.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.71424757899994,-30.80184183199999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
56,381,Ibirapuitã I,Eólica Ibirapuitã S.A., ,25200.0,1425859200000.0,EOL.CV.RS.030750-5.01,7304,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.66292519499997,-30.77088857899997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
57,578,Palmares,Parques Eólicos Palmares S.A., ,9200.0,1288310400000.0,EOL.CV.RS.028855-1.01,2667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.39064041399996,-30.45796095399996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
58,724,Fazenda Rosário 3,Parques Eólicos Palmares S.A., ,16100.0,1309392000000.0,EOL.CV.RS.030334-8.01,4667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.42264108899996,-30.45247967799994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
59,354,Fazenda Rosário,Parques Eólicos Palmares S.A., ,9200.0,1364342400000.0,EOL.CV.RS.030343-7.01,2667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.38882565499991,-30.44688392799996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
60,322,Fazenda Rosário 2,Parques Eólicos Palmares S.A., ,23000.0,1309392000000.0,EOL.CV.RS.030478-6.01,6667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.40528616099992,-30.43976077699998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
61,316,Atlântica II,Atlântica II Parque Eólico S.A., ,30000.0,1393632000000.0,EOL.CV.RS.030462-0.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.32337884699995,-30.32652810900002,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
62,669,Atlântica I,Atlântica I Parque Eólico S.A., ,30000.0,1392768000000.0,EOL.CV.RS.030457-3.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.31609562299997,-30.318801288,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
63,740,Atlântica IV,Atlântica IV Parque Eólico S.A., ,30000.0,1395446400000.0,EOL.CV.RS.030461-1.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.33501324499998,-30.29189018399995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
64,819,Atlântica V,Atlântica V Parque Eólico S.A., ,30000.0,1384387200000.0,EOL.CV.RS.030480-8.01,8696,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.30501233199998,-30.29151576099996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
65,758,Pontal 2B,Força dos Ventos Energia Eólica S.A., ,11200.0,1420070400000.0,EOL.CV.RS.030460-3.01,3246,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.79777016599999,-30.27787747399996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
66,419,Pontal 2A,Enerplan Energia Eólica IV S.A., ,21600.0,1448496000000.0,EOL.CV.RS.031509-5.01,6261,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.78338279500001,-30.26484803199997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
67,413,Pontal 3B,Enerplan Energia Eólica III S.A., ,27000.0,1484611200000.0,EOL.CV.RS.030901-0.01,7826,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.76613155999993,-30.25605886699999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
68,1246,Biotérmica Recreio,Biotérmica Energia S.A., ,12744.0,1435104000000.0,UTE.RU.RS.030541-3.01,3694,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-52.02602860399993,-30.15078493899995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
69,1302,São Sepé,Sepé Geração de Energia Ltda., ,8000.0,1552435200000.0,UTE.AI.RS.034046-4.01,2319,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.65444416799996,-30.10144916699996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
70,666,Elebrás Cidreira 1,Elebrás Projetos S.A, ,70000.0,1305936000000.0,EOL.CV.RS.028712-1.01,20290,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.17205612599993,-30.07905904599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
71,553,Índios 2,Ventos dos Índios Energia S.A., ,29900.0,1418688000000.0,EOL.CV.RS.030734-3.01,8667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.33618486099993,-30.0194120209999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
72,889,Índios,Ventos do Sul Energia S.A., ,50000.0,1165968000000.0,EOL.CV.RS.028864-0.01,14493,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.287964049,-29.99145209599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
73,789,Índios 3,Ventos dos índios Energia S.A., ,23000.0,1418688000000.0,EOL.CV.RS.030894-3.01,6667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.33240102299993,-29.98306343299996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
74,555,Osório 3,Ventos do Litoral Energia S.A., ,29900.0,1360886400000.0,EOL.CV.RS.030449-2.01,8667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.25494395699994,-29.98147963799992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
75,303,Osório,Ventos do Sul Energia S.A., ,50000.0,1151539200000.0,EOL.CV.RS.028810-1.01,14493,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.28257195299999,-29.96309236499999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
76,863,Sangradouro 3,Ventos da Lagoa Energia S.A., ,27600.0,1337644800000.0,EOL.CV.RS.030330-5.01,8000,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.31139206899999,-29.95953182300001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
77,883,Osório 2,Ventos do Litoral Energia  S.A., ,27600.0,1355875200000.0,EOL.CV.RS.030286-4.01,8000,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.25159686099993,-29.94453822299995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
78,502,Sangradouro,Ventos do Sul Energia S.A., ,50000.0,1159574400000.0,EOL.CV.RS.028811-0.01,14493,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.29843055699993,-29.93244598499997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
79,396,Sangradouro 2,Ventos da Lagoa Energia S.A., ,29900.0,1349136000000.0,EOL.CV.RS.030381-0.01,8667,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.28233113599995,-29.91204857499999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
80,1502,SVA,Silica Verde do Arroz Ltda., ,4900.0,1228089600000.0,UTE.AI.RS.029148-0.01,1420,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.81619412399991,-29.80335495399989,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
81,1378,CAAL,Cooperativa Agroindustrial Alegrete Ltda, ,3825.0,1354579200000.0,UTE.AI.RS.028600-1.01,1109,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-55.76953455399993,-29.78250966599999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
82,735,Xangri-Lá,Honda Energy do Brasil Ltda., ,27675.0,1418256000000.0,EOL.CV.RS.031302-5.01,8022,EOL,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.07359619899995,-29.77672720100001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
83,151,Picada 48,Picada 48 Geração e Comércio de Energia Elétrica Ltda.,Arroio Feitoria,1270.0,1355961600000.0,CGH.PH.RS.002054-0.01,368,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-51.11729687799997,-29.58405754900001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
84,1655,Dona Francisca,"Companhia Estadual de Energia Elétrica, Companhia Estadual de Geração e Transmissão de Energia Elétrica, Campanhia Dona Francisca Energética S.A.",Rio Jacuí,125000.0,981331200000.0,UHE.PH.RS.027012-1.01,36232,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.28500396699997,-29.44908829900002,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
85,1543,Canastra,Companhia Estadual de Geração e Transmissão de Energia Elétrica,Rio Santa Maria,44800.0,-2040163200000.0,UHE.PH.RS.000635-1.01,12986,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.70205610699993,-29.34664116999993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
86,1526,Bugres,Companhia Estadual de Geração e Transmissão de Energia Elétrica-CEEE-GT,Rio Santa Cruz,17620.0,-568080000000.0,UHE.PH.RS.000324-7.01,5107,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.67983611099997,-29.31480833299996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
87,140,Toca,Companhia Estadual de Geração e Transmissão de Energia Elétrica,Rio Santa Cruz,1000.0,-1016236800000.0,CGH.PH.RS.002853-3.01,290,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.74051138899993,-29.28910861099995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
88,1580,Itaúba,Companhia Estadual de Geração e Transmissão de Energia Elétrica,Rio Jacuí,500400.0,283996800000.0,UHE.PH.RS.027019-9.01,0,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.23588333299993,-29.26071944399998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
89,1752,Cambará, , ,50000.0,,UTE.FL.RS.033883-4.01,14493,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-50.23985765899994,-29.20663874799997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
90,1477,Itaqui,Camil Alimentos S/A, ,4200.0,984009600000.0,UTE.AI.RS.027948-0.01,1217,BIOMASSA,26,SUL,43,Rio Grande do Sul,RS,281737.888,-56.54353455399993,-29.12100966599998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
91,88,Dona Maria Piana,Maria Piana Geração de Energia S.A.,Rio Togas,1000.0,1288569600000.0,CGH.PH.RS.028204-9.01,290,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-51.30953474399995,-29.08993583999993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
92,1688,Jacuí,Companhia Estadual de Geração e Transmissão de Energia Elétrica CEEE-GT,Rio Jacuí,180000.0,-252460800000.0,UHE.PH.RS.001217-3.01,52174,HIDRO,26,SUL,43,Rio Grande do Sul,RS,281737.888,-53.20897222199996,-29.073513889,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
